isbn,authors,original_publication_year,original_title,title,language_code,average_rating,image_url,small_image_url
316166294,Michael Connelly,2008,The Brass Verdict,"The Brass Verdict (Harry Bosch, #14; Mickey Haller, #2; Harry Bosch Universe, #17)",eng,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
553560719,Timothy Zahn,1992,Star Wars: Dark Force Rising,Dark Force Rising,en-US,4.14,https://images.gr-assets.com/books/1451092000m/216442.jpg,https://images.gr-assets.com/books/1451092000s/216442.jpg
385344341,Lee Child,2013,Never Go Back ,"Never Go Back (Jack Reacher, #18)",eng,4.02,https://images.gr-assets.com/books/1467947214m/17262159.jpg,https://images.gr-assets.com/books/1467947214s/17262159.jpg
60575808,Gail Carson Levine,2001,The Two Princesses of Bamarre,The Two Princesses of Bamarre,eng,4.02,https://images.gr-assets.com/books/1442734248m/183656.jpg,https://images.gr-assets.com/books/1442734248s/183656.jpg
60929782,"Richard Wright, Jerry W. Ward Jr.",1945,Black Boy: A Record of Youth and Childhood,Black Boy,en-US,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
446678457,Lalita Tademy,2001,Cane River,Cane River,en-US,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
765305240,Terry Goodkind,2006,"Phantom (Sword of Truth, #10)","Phantom (Sword of Truth, #10)",,3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
553587579,Isaac Asimov,1986,Foundation and Earth,Foundation and Earth (Foundation #5),eng,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
553384155,"James D. Bradley, Ron Powers",2000,Flags of Our Fathers,Flags of Our Fathers,,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
525444475,"A.A. Milne, Ernest H. Shepard",1926,Winnie-the-Pooh & The House at Pooh Corner,"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",eng,4.43,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
807059099,Mahatma Gandhi,1940,An Autobiography or The Story of My Experiments with Truth,The Story of My Experiments With Truth,eng,4.07,https://images.gr-assets.com/books/1320560971m/112803.jpg,https://images.gr-assets.com/books/1320560971s/112803.jpg
425179613,"Lance Armstrong, Sally Jenkins",1999,It's Not About the Bike: My Journey Back to Life,It's Not About the Bike: My Journey Back to Life,en-US,3.72,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
074347788X,Stephen E. Ambrose,1996,Undaunted Courage,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,eng,4.22,https://images.gr-assets.com/books/1408925996m/45546.jpg,https://images.gr-assets.com/books/1408925996s/45546.jpg
224097008,Helen Macdonald,2015,H is for Hawk,H is for Hawk,eng,3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
034089699X,David Nicholls,2014,Us,Us,eng,3.66,https://images.gr-assets.com/books/1406116779m/21423525.jpg,https://images.gr-assets.com/books/1406116779s/21423525.jpg
1560760478,R.A. Salvatore,1990,Sojourn (Dark Elf #3),"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)",eng,4.23,https://images.gr-assets.com/books/1322861953m/66695.jpg,https://images.gr-assets.com/books/1322861953s/66695.jpg
785135804,"Christopher Yost, Orson Scott Card, Pasqual Ferry, Frank D'Armata",2009,,"Ender's Game, Volume 1: Battle School (Ender's Saga)",en-US,4.37,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1421527553,"Karuho Shiina, Tomo Kimura",2006,åê›ãÅ«å±_ãÅ‘ 1,"Kimi ni Todoke: From Me to You, Vol. 1",eng,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
553580221,Dean Koontz,1999,False Memory,False Memory,en-US,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
552152943,Terry Pratchett,1990,Moving Pictures,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",eng,3.91,https://images.gr-assets.com/books/1320456553m/34510.jpg,https://images.gr-assets.com/books/1320456553s/34510.jpg
,C.J. Roberts,2011,Captive in the Dark,"Captive in the Dark (The Dark Duet, #1)",eng,4.01,https://images.gr-assets.com/books/1315343569m/12513614.jpg,https://images.gr-assets.com/books/1315343569s/12513614.jpg
1585425648,James Allen,1902,,As a Man Thinketh,eng,4.29,https://images.gr-assets.com/books/1303439193m/81959.jpg,https://images.gr-assets.com/books/1303439193s/81959.jpg
393064646,Mary Roach,2008,Bonk: The Curious Coupling of Science and Sex,Bonk: The Curious Coupling of Science and Sex,en-US,3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
451222385,Rachel Caine,2007,Midnight Alley,"Midnight Alley (The Morganville Vampires, #3)",eng,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
553418777,"Nina George, Simon Pare",2013,Das Lavendelzimmer ,The Little Paris Bookshop,eng,3.51,https://images.gr-assets.com/books/1412462018m/23278537.jpg,https://images.gr-assets.com/books/1412462018s/23278537.jpg
224097377,Ian McEwan,2012,Sweet Tooth,Sweet Tooth,eng,3.4,https://images.gr-assets.com/books/1344373046m/13562049.jpg,https://images.gr-assets.com/books/1344373046s/13562049.jpg
,Abbi Glines,2013,"Twisted Perfection (Perfection, #1)","Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",eng,4.26,https://images.gr-assets.com/books/1360904964m/17333880.jpg,https://images.gr-assets.com/books/1360904964s/17333880.jpg
6479758,Tom Clancy,1996,Executive Orders,"Executive Orders (Jack Ryan Universe, #9)",eng,4.04,https://images.gr-assets.com/books/1419127064m/19675.jpg,https://images.gr-assets.com/books/1419127064s/19675.jpg
310321913,Ann Voskamp,2011,One Thousand Gifts,One Thousand Gifts: A Dare to Live Fully Right Where You Are,eng,4.03,https://images.gr-assets.com/books/1393970725m/8592946.jpg,https://images.gr-assets.com/books/1393970725s/8592946.jpg
747545251,Robert Bloch,1959,Psycho,Psycho,eng,4.09,https://images.gr-assets.com/books/1393286878m/156427.jpg,https://images.gr-assets.com/books/1393286878s/156427.jpg
000649885X,Robin Hobb,1998,Ship of Magic,"Ship of Magic (Liveship Traders, #1)",eng,4.12,https://images.gr-assets.com/books/1360507722m/45100.jpg,https://images.gr-assets.com/books/1360507722s/45100.jpg
1560254556,"Alistair MacLean, Clint Willis",1967,Where Eagles Dare ,Where Eagles Dare ,,4.12,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
99498596,Maeve Binchy,1990,Circle of Friends,Circle of Friends,eng,4,https://images.gr-assets.com/books/1342486126m/41977.jpg,https://images.gr-assets.com/books/1342486126s/41977.jpg
1502784270,Rupi Kaur,2014,milk and honey,Milk and Honey,eng,4.27,https://images.gr-assets.com/books/1491595510m/23513349.jpg,https://images.gr-assets.com/books/1491595510s/23513349.jpg
425170349,Tom Clancy,1998,Rainbow Six,"Rainbow Six (Jack Ryan Universe, #10)",en-US,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
60515228,Neil Gaiman,2006,Fragile Things: Short Fictions and Wonders,Fragile Things: Short Fictions and Wonders,eng,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
749942010,Rosamund Lupton,2010,Sister,Sister,eng,3.77,https://images.gr-assets.com/books/1320189763m/8196732.jpg,https://images.gr-assets.com/books/1320189763s/8196732.jpg
765377063,"Liu Cixin, Ken Liu",2007,ä¸‰ä_“,"The Three-Body Problem (Remembrance of Earthâ€™s Past, #1)",eng,4,https://images.gr-assets.com/books/1415428227m/20518872.jpg,https://images.gr-assets.com/books/1415428227s/20518872.jpg
61031321,Terry Pratchett,2001,Thief of Time,"Thief of Time (Discworld, #26; Death, #5)",eng,4.25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1401201911,"Mark Millar, Kilian Plunkett, Andrew Robinson, Walden Wong, Dave Johnson",2003,Superman: Red Son,Superman: Red Son,eng,4.17,https://images.gr-assets.com/books/1298557533m/154798.jpg,https://images.gr-assets.com/books/1298557533s/154798.jpg
385721420,Julia Glass,2002,Three Junes,Three Junes,eng,3.56,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
743255062,"Benjamin Franklin, Lewis Leary",1791,,The Autobiography of Benjamin Franklin,eng,3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
525950494,Timothy J. Keller,2007,The Reason for God: Belief in an Age of Skepticism,The Reason for God: Belief in an Age of Skepticism,eng,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1937007472,Mark  Lawrence,2012,King of Thorns,"King of Thorns (The Broken Empire, #2)",en-US,4.2,https://images.gr-assets.com/books/1322539112m/12891107.jpg,https://images.gr-assets.com/books/1322539112s/12891107.jpg
1250000971,Jeffrey Archer,2012,The Sins of the Father,"The Sins of the Father (The Clifton Chronicles, #2)",eng,4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
60725117,Meg Cabot,2000,Shadowland,"Shadowland (The Mediator, #1)",eng,4.04,https://images.gr-assets.com/books/1327886166m/187811.jpg,https://images.gr-assets.com/books/1327886166s/187811.jpg
61566128,Sara Shepard,2009,Killer ,"Killer (Pretty Little Liars, #6)",eng,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1591396190,"W. Chan Kim, RenÃ©e Mauborgne",2004,Blue Ocean Strategy: How to Create Uncontested Market Space and Make Competition Irrelevant,Blue Ocean Strategy: How To Create Uncontested Market Space And Make The Competition Irrelevant,,3.86,https://images.gr-assets.com/books/1416445924m/4898.jpg,https://images.gr-assets.com/books/1416445924s/4898.jpg
316036196,James Patterson,2010,Fang,"Fang (Maximum Ride, #6)",eng,4.07,https://images.gr-assets.com/books/1344269411m/6431790.jpg,https://images.gr-assets.com/books/1344269411s/6431790.jpg
553807226,Sarah Addison Allen,2011,The Peach Keeper ,The Peach Keeper,en-US,3.84,https://images.gr-assets.com/books/1320549305m/8546358.jpg,https://images.gr-assets.com/books/1320549305s/8546358.jpg
152026320,"Audrey Wood, Don    Wood",1984,The Napping House,The Napping House,,4.27,https://images.gr-assets.com/books/1410229873m/815234.jpg,https://images.gr-assets.com/books/1410229873s/815234.jpg
,Matthew FitzSimmons,2015,,"The Short Drop (Gibson Vaughn, #1)",eng,4.15,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
60590297,Christopher Moore,2007,You Suck ,"You Suck (A Love Story, #2)",eng,3.82,https://images.gr-assets.com/books/1331323414m/33453.jpg,https://images.gr-assets.com/books/1331323414s/33453.jpg
,Jamie McGuire,2014,Beautiful Oblivion,"Beautiful Oblivion (The Maddox Brothers, #1)",eng,4.13,https://images.gr-assets.com/books/1398284779m/18104607.jpg,https://images.gr-assets.com/books/1398284779s/18104607.jpg
812515285,Vernor Vinge,1992,A Fire Upon The Deep,"A Fire Upon the Deep (Zones of Thought, #1)",eng,4.13,https://images.gr-assets.com/books/1333915005m/77711.jpg,https://images.gr-assets.com/books/1333915005s/77711.jpg
1577311957,Eckhart Tolle,1999,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from The Power of Now","Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",,4.25,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
038532328X,Caroline B. Cooney,1990,The Face on the Milk Carton,"The Face on the Milk Carton (Janie Johnson, #1)",en-US,3.72,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
067984483X,Robert Lopshire,1960,Put Me in the Zoo,Put Me in the Zoo,eng,4.13,https://images.gr-assets.com/books/1327947254m/413158.jpg,https://images.gr-assets.com/books/1327947254s/413158.jpg
61935085,Sophie Jordan,2010,"Firelight (Firelight, #1)","Firelight (Firelight, #1)",en-US,3.88,https://images.gr-assets.com/books/1269737893m/6448470.jpg,https://images.gr-assets.com/books/1269737893s/6448470.jpg
156453800,"Italo Calvino, William Weaver",1972,Le cittÃ  invisibili,Invisible Cities,eng,4.19,https://images.gr-assets.com/books/1468623303m/9809.jpg,https://images.gr-assets.com/books/1468623303s/9809.jpg
,Jessica Park,2011,Flat-Out Love ,"Flat-Out Love (Flat-Out Love, #1)",eng,4.01,https://images.gr-assets.com/books/1333821470m/11096647.jpg,https://images.gr-assets.com/books/1333821470s/11096647.jpg
1741666708,Richard Flanagan,2013,The Narrow Road to the Deep North,The Narrow Road to the Deep North,eng,4,https://images.gr-assets.com/books/1374734363m/17905709.jpg,https://images.gr-assets.com/books/1374734363s/17905709.jpg
452281423,"A.N. Roquelaure, Anne Rice",1983,The Claiming of Sleeping Beauty,"The Claiming of Sleeping Beauty (Sleeping Beauty, #1)",en-US,3.28,https://images.gr-assets.com/books/1340735794m/26582.jpg,https://images.gr-assets.com/books/1340735794s/26582.jpg
143116231,Jennifer Worth,2002, Call the midwife : a true story of the East End in the 1950s,"The Midwife: A Memoir of Birth, Joy, and Hard Times",en-US,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
222109073X,Hunter S. Thompson,1966,Hell's Angels,Hell's Angels: A Strange and Terrible Saga,fre,4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1451617720,Jennifer Weiner,2010,Then Came You,Then Came You,en-US,3.69,https://images.gr-assets.com/books/1308787263m/9758764.jpg,https://images.gr-assets.com/books/1308787263s/9758764.jpg
61020001,L.J. Smith,1991,The Awakening,"The Awakening (The Vampire Diaries, #1)",eng,3.41,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
380776839,Susan Elizabeth Phillips,1994,It Had to Be You,"It Had to Be You (Chicago Stars, #1)",eng,4.04,https://images.gr-assets.com/books/1297088239m/73070.jpg,https://images.gr-assets.com/books/1297088239s/73070.jpg
393343448,Michael   Lewis,2011,Boomerang: Travels in the New Third World,Boomerang: Travels in the New Third World,eng,3.87,https://images.gr-assets.com/books/1345046879m/13707738.jpg,https://images.gr-assets.com/books/1345046879s/13707738.jpg
743294270,Jennifer Weiner,2010,Fly Away Home,Fly Away Home,eng,3.66,https://images.gr-assets.com/books/1267210300m/7227174.jpg,https://images.gr-assets.com/books/1267210300s/7227174.jpg
140447644,"Stendhal, Roger Gard",1830,Le Rouge et le Noir,The Red and the Black,eng,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
743269268,Philippa Gregory,2004,The Virgin's Lover,"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)",en-US,3.69,https://images.gr-assets.com/books/1441424964m/16183.jpg,https://images.gr-assets.com/books/1441424964s/16183.jpg
340893605,Catherine Fisher,2007,Incarceron,"Incarceron (Incarceron, #1)",eng,3.64,https://images.gr-assets.com/books/1327414514m/332775.jpg,https://images.gr-assets.com/books/1327414514s/332775.jpg
312624689,C.C. Hunter,2011,Awake at Dawn,"Awake at Dawn (Shadow Falls, #2)",en-US,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
451213041,Bev Vincent,2004,The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,,4.29,https://images.gr-assets.com/books/1309204235m/452157.jpg,https://images.gr-assets.com/books/1309204235s/452157.jpg
